accession,sample-name,geo-loc-name,studies,biome
SRS1913039,11507229_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913040,17437941_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913041,19919818_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913042,18346018_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913043,40006207_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913044,12289378_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913045,11507229_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913046,19272639_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913047,15487950_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913048,16485541_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913049,14040721_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913050,60148502_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913051,50176181_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913052,72111792_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913053,10598702_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913054,30756617_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913055,13111491_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913056,30293054_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913057,71936712_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913058,12289378_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913059,40322749_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913060,10042055_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913061,72196364_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913062,13092959_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913063,12112483_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913064,40179385_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913065,12293355_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913066,19123701_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913067,15487950_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913068,16913125_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913069,71909603_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913070,19061811_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913071,70053072_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913072,40550164_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913073,50492523_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913074,70995736_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913075,40322749_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913076,19251414_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913077,71429144_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913078,11486372_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913079,17086721_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913080,13241014_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913081,19272639_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913082,30629079_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913083,50694555_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913084,60238506_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913085,12112483_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913086,72164642_SF08.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913087,71429144_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913088,71869016_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913089,30629079_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913090,50466110_SF07.rna.bam_filtered.fastq.fastq.gz,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913091,60238506_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913092,19498608_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913093,14040721_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913094,40322749_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913095,18706034_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913096,10057608_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913097,14175675_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913098,72242320_SF07.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913099,70572554_SF06.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913100,13530241_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913101,20192639_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913102,12780703_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913103,10042055_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913104,70059005_SF05.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913105,17675569_SF06.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913106,19123701_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913107,70572554_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913108,50694555_SF08.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913109,17675569_SF07.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913110,11418230_SF05.rna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913111,13241014_SF07.rna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913877,71869016_SF07.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913878,71869016_SF06.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913879,71869016_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913880,71755590_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913881,71755590_SF07.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913882,71705246_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913883,71705246_SF07.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913884,71705246_SF06.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913885,71705246_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913886,71645778_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913887,71645778_SF07.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913888,71645778_SF06.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913889,71645778_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913890,71634045_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913891,71634045_SF07.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913892,71634045_SF06.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913893,71634045_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913894,71492982_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913895,71492982_SF07.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913896,71492982_SF06.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913897,71492982_SF05.dna,USA,MGYS00003733,root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913898,71474566_SF06.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913899,71474566_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913900,71448977_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913901,71448977_SF07.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913902,71448977_SF06.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913903,71448977_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913904,71429144_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913905,71429144_SF07.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913906,71429144_SF06.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913907,71429144_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913908,71382449_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913909,71382449_SF07.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913910,71382449_SF06.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913911,71382449_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913912,71318945_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913913,71191223_SF06.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913914,71191223_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913915,71041789_SF06.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913916,71041789_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913917,71022162_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913918,71022162_SF07.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913919,71022162_SF06.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913920,71022162_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913921,70995736_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913922,70995736_SF07.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913923,70995736_SF06.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913924,70995736_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913925,70863791_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913926,70863791_SF07.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913927,70863791_SF06.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913928,70863791_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913929,70838280_SF06.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913930,70838280_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913931,70802023_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913932,70802023_SF07.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913933,70802023_SF06.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913934,70802023_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913935,70636351_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913936,70636351_SF07.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913937,70636351_SF06.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913938,70636351_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913939,70616749_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913940,70616749_SF07.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913941,70616749_SF06.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913942,70616749_SF05.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913943,70615435_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913944,70615435_SF07.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913945,70608855_SF08.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
SRS1913946,70608855_SF07.dna,USA,"MGYS00003481,MGYS00003733",root:Host-associated:Human:Digestive system:Large intestine:Fecal
